Taxa	Common Name	Scientific Name
Reptile	Queensnake	Regina septemvittata
Reptile	Rainbow Snake	Farancia erytrogramma
Reptile	Rainbow Whiptail	Cnemidophorus lemniscatus
Reptile	Reticular Banded Gecko	Coleonyx reticulatus
Reptile	Rose-bellied Lizard	Sceloporus variabilis
Reptile	Razor-backed Musk Turtle	Sternotherus carinatus
Reptile	Red-bellied Mudsnake	Farancia abacura
Reptile	Red-bellied Snake	Storeria occipitomaculata
Reptile	Regal Black-striped Snake	Coniophanes imperialis
Reptile	Red-backed Whiptail	Aspidoscelis xanthonota
Reptile	Reticulate Collared Lizard	Crotaphytus reticulatus
Reptile	Red Diamond Rattlesnake	Crotalus ruber
Reptile	Red Cornsnake	Pantherophis guttatus
Reptile	Reef Gecko	Sphaerodactylus notatus
Reptile	Rough-footed Mud Turtle	Kinosternon hirtipes
Reptile	Rio Grande Cooter	Pseudemys gorzugi
Reptile	Regal Horned Lizard	Phrynosoma solare
Reptile	River Cooter	Pseudemys concinna
Reptile	Ringed Map Turtle	Graptemys oculifera
Reptile	Ridge-nosed Rattlesnake	Crotalus willardi
Reptile	Ring-necked Snake	Diadophis punctatus
Reptile	Rosy Boa	Lichanura trivirgata
Reptile	Rough Earthsnake	Virginia striatula
Reptile	Rough Greensnake	Opheodrys aestivus
Reptile	Rock Rattlesnake	Crotalus lepidus
Reptile	Rim Rock Crowned Snake	Tantilla oolitica
Reptile	Round-tailed Horned Lizard	Phrynosoma modestum
Reptile	Saddled Leaf-nosed Snake	Phyllorhynchus browni
Reptile	Sandstone Night Lizard	Xantusia gracilis
Reptile	Saltmarsh Watersnake	Nerodia clarkii
Reptile	Switak's Banded Gecko	Coleonyx switaki
Reptile	Smith's Black-headed Snake	Tantilla hobartsmithi
Reptile	Slevin's Bunchgrass Lizard	Sceloporus slevini
Reptile	Arizona Black Rattlesnake	Crotalus cerberus
Reptile	Scarletsnake	Cemophora coccinea
Reptile	Sonoran Collared Lizard	Crotaphytus nebrius
Reptile	Striped Crayfish Snake	Regina alleni
Reptile	Schott's Whipsnake	Coluber schotti
Reptile	Southeastern Crowned Snake	Tantilla coronata
Reptile	Southeastern Five-lined Skink	Plestiodon inexpectatus
Reptile	Slender Glass Lizard	Ophisaurus attenuatus
Reptile	Short-headed Gartersnake	Thamnophis brachystoma
Reptile	Southern Hog-nosed Snake	Heterodon simus
Reptile	Sidewinder	Crotalus cerastes
Reptile	Sierra Gartersnake	Thamnophis couchii
Reptile	Sierra Night Lizard	Xantusia sierrae
Reptile	Slowinski's Cornsnake	Pantherophis slowinskii
Reptile	Six-lined Racerunner	Aspidoscelis sexlineata
Reptile	Smooth Earthsnake	Virginia valeriae
Reptile	Smooth Greensnake	Opheodrys vernalis
Reptile	Sonoran Mountain Kingsnake	Lampropeltis pyromelana
Reptile	Gulf Coast Smooth Softshell	Apalone mutica calvata
Reptile	Midland Smooth Softshell	Apalone mutica mutica
Reptile	Smooth Softshell	Apalone mutica
Reptile	Snapping Turtle	Chelydra serpentina
Reptile	Southern Alligator Lizard	Elgaria multicarinata
Reptile	Sonoran Coralsnake	Micruroides euryxanthus
Reptile	Sonoran Mud Turtle	Kinosternon sonoriense
Reptile	Southern Painted Turtle	Chrysemys dorsalis
Reptile	Southern Watersnake	Nerodia fasciata
Reptile	Sonoran Whipsnake	Coluber bilineatus
Reptile	Striped Plateau Lizard	Sceloporus virgatus
Reptile	Spotted Leaf-nosed Snake	Phyllorhynchus decurtatus
Reptile	Speckled Racer	Drymobius margaritiferus
Reptile	Sharp-tailed Snake	Contia tenuis
Reptile	Spiny Softshell	Apalone spinifera
Reptile	Spotted Turtle	Clemmys guttata
Reptile	Speckled Rattlesnake	Crotalus mitchellii
Reptile	Southern Rubber Boa	Charina umbratica
Reptile	Sonoran Shovel-nosed Snake	Chionactis palarostris
Reptile	Sonoran Spotted Whiptail	Aspidoscelis sonorae
Reptile	Spot-tailed Earless Lizard	Holbrookia lacerata
Reptile	Striped Mud Turtle	Kinosternon baurii
Reptile	Striped Racer	Coluber lateralis
Reptile	Short-tailed Snake	Lampropeltis extenuata
Reptile	Striped Whipsnake	Coluber taeniatus
Reptile	Suwannee Cooter	Pseudemys suwanniensis
Reptile	Texas Alligator Lizard	Gerrhonotus infernalis
Reptile	Trans-pecos Black-Headed Snake	Tantilla cucullata
Reptile	Terrestrial Gartersnake	Thamnophis elegans
Reptile	Texas Ratsnake	Pantherophis obsoletus
Reptile	Texas Horned Lizard	Phrynosoma cornutum
Reptile	Tamaulipan Hook-nosed Snake	Ficimia streckeri
Reptile	Timber Rattlesnake	Crotalus horridus
Reptile	Tiger Whiptail	Aspidoscelis tigris
Reptile	Texas Map Turtle	Graptemys versa
Reptile	Trans-pecos Ratsnake	Bogertophis subocularis
Reptile	Tiger Rattlesnake	Crotalus tigris
Reptile	Two-striped Gartersnake	Thamnophis hammondii
Reptile	Texas Spiny Lizard	Sceloporus olivaceus
Reptile	Twin-spotted Rattlesnake	Crotalus pricei
Reptile	Twin-spotted Spiny Lizard	Sceloporus bimaculosus
Reptile	Thornscrub Hook-nosed Snake	Gyalopion quadrangulare
Reptile	Texas Banded Gecko	Coleonyx brevis
Reptile	Texas Cooter	Pseudemys texana
Reptile	Texas Coralsnake	Micrurus tener
Reptile	Texas Lyresnake	Trimorphodon vilkinsonii
Reptile	Texas Threadsnake	Leptotyphlops dulcis
Reptile	Texas Tortoise	Gopherus berlandieri
Reptile	Variable Sandsnake	Chilomeniscus stramineus
Reptile	Western Banded Gecko	Coleonyx variegatus
Reptile	Western Black-headed Snake	Tantilla planiceps
Reptile	Western Diamond-backed Rattlesnake	Crotalus atrox
Reptile	Western Foxsnake	Pantherophis vulpina
Reptile	Western Lyresnake	Trimorphodon biscutatus
Reptile	Western Rattlesnake	Crotalus oreganus
Reptile	Western Ribbonsnake	Thamnophis proximus
Reptile	Western Skink	Plestiodon skiltonianus
Reptile	Western Threadsnake	Leptotyphlops humilis
Reptile	Western Wormsnake	Carphophis vermis
Reptile	Western Fence Lizard	Sceloporus occidentalis
Reptile	Western Groundsnake	Sonora semiannulata
Reptile	Wiggins' Night Lizard	Xantusia wigginsi
Reptile	Wood Slave	Hemidactylus mabouia
Reptile	Wood Turtle	Glyptemys insculpta
Reptile	Western Patch-nosed Snake	Salvadora hexalepis
Reptile	Western Pond Turtle	Actinemys marmorata
Reptile	Western Shovel-nosed Snake	Chionactis occipitalis
Reptile	Yaqui Black-headed Snake	Tantilla yaquia
Reptile	Yellow-bellied Kingsnake	Lampropeltis calligaster
Reptile	Yellow-blotched Map Turtle	Graptemys flavimaculata
Reptile	Yellow-backed Spiny Lizard	Sceloporus uniformis
Reptile	Yuman Fringe-toed Lizard	Uma rufopunctata
Reptile	Yellow-headed Gecko	Gonatodes albogularis
Reptile	Yellow Mud Turtle	Kinosternon flavescens
Reptile	Yarrow's Spiny Lizard	Sceloporus jarrovii
Reptile	Zebra-tailed Lizard	Callisaurus draconoides
